,word1,word2,result,bert_cos
183,poodle,puppy,43.0,0.3728373944759369
184,port,ship,43.0,0.6943131685256958
185,bloom,tulip,43.0,0.3021107614040375
186,cold,winter,43.0,0.7030871510505676
187,bakery,cake,43.0,0.785571813583374
188,building,roof,43.0,0.7105380296707153
189,iron,steel,43.0,0.8905451893806458
190,birds,stork,43.0,0.3642982840538025
191,lily,plant,43.0,0.5560504794120789
192,eat,food,43.0,0.8102033734321594
193,bathroom,kitchen,43.0,0.8852296471595764
194,jazz,music,43.0,0.6871852874755859
195,fabric,wool,43.0,0.8304524421691895
196,aquarium,tank,43.0,0.6560094356536865
197,fire,flame,43.0,0.8474842309951782
198,bloom,rose,43.0,0.7447736263275146
199,leaf,nature,43.0,0.6971409916877747
200,town,village,43.0,0.6690975427627563
201,apple,orange,43.0,0.7789027690887451
202,dawn,sunrise,43.0,0.8852890133857727
203,engine,gasoline,43.0,0.7425110936164856
204,oak,tree,43.0,0.7863079905509949
205,guitar,piano,43.0,0.709155797958374
206,chocolate,dessert,43.0,0.7458824515342712
207,cat,paws,43.0,0.7922401428222656
208,birds,goose,43.0,0.5217044949531555
209,blue,sky,43.0,0.7570226192474365
210,pool,swim,43.0,0.7951582074165344
211,bracelet,necklace,42.0,0.8453671336174011
212,fruit,salad,42.0,0.7634908556938171
213,eggs,nest,42.0,0.7760508060455322
214,boat,sailing,42.0,0.7063573002815247
215,birds,crow,42.0,0.6759161949157715
216,birds,flamingo,42.0,0.2922671437263489
217,day,sunshine,42.0,0.6447681188583374
218,hockey,sports,42.0,0.7649343609809875
219,burger,eat,42.0,0.7433902621269226
220,fruit,raspberry,42.0,0.3244948089122772
221,lunch,sandwich,42.0,0.6976650357246399
222,feet,toes,42.0,0.743145763874054
223,baby,mother,42.0,0.7457294464111328
224,amphibians,frog,42.0,0.28715887665748596
225,burn,fire,42.0,0.8227551579475403
226,hockey,ice,42.0,0.635833740234375
227,cold,frozen,42.0,0.820216953754425
228,oak,wood,42.0,0.812039852142334
229,photographer,photography,42.0,0.811842679977417
230,man,women,42.0,0.6033047437667847
231,hair,redhead,42.0,0.6581413149833679
232,harbor,port,42.0,0.8314306139945984
233,pug,puppy,42.0,0.335753858089447
234,sunrise,sunset,42.0,0.9284818172454834
235,leather,shoes,42.0,0.7424036264419556
236,beach,shore,42.0,0.6647310256958008
237,color,red,42.0,0.7944573163986206
238,painted,painting,42.0,0.807194173336029
239,storm,wind,42.0,0.7344023585319519
240,color,violet,42.0,0.6448217630386353
241,rain,wet,42.0,0.7161270976066589
242,diner,eat,42.0,0.7738692164421082
243,bed,bedroom,42.0,0.8412754535675049
244,guitar,musicians,42.0,0.6212055087089539
245,petals,rose,42.0,0.704704761505127
246,rail,subway,42.0,0.6107811331748962
247,holiday,vacation,42.0,0.7911747694015503
248,bed,sleep,42.0,0.765038788318634
249,cigarette,smoking,42.0,0.8412913084030151
250,airplane,plane,42.0,0.9068330526351929
251,daffodils,plant,42.0,0.2948645353317261
252,diner,kitchen,42.0,0.8261608481407166
253,coins,silver,42.0,0.6017435193061829
254,cake,chocolate,42.0,0.8012932538986206
255,evening,night,42.0,0.7853126525878906
256,race,racing,42.0,0.7143652439117432
257,flight,flying,42.0,0.7025632858276367
258,face,lips,42.0,0.6516252756118774
259,berry,raspberry,42.0,0.2414749264717102
260,lamp,light,42.0,0.8105568289756775
261,birds,nest,42.0,0.6668026447296143
262,mother,pregnant,42.0,0.5433131456375122
263,animals,pets,42.0,0.7538369297981262
264,butterfly,insects,42.0,0.7692853212356567
265,sky,sunrise,42.0,0.7146496772766113
266,canine,husky,42.0,0.8083871603012085
267,food,meat,42.0,0.8929404616355896
268,cloud,sky,42.0,0.7234112024307251
269,crow,feathers,42.0,0.7924821376800537
270,blossom,flowers,42.0,0.695554792881012
271,splash,swim,42.0,0.7934143543243408
272,band,musicians,42.0,0.6979055404663086
273,cactus,plant,42.0,0.7248460054397583
274,eagle,hawk,42.0,0.8324543833732605
275,harbour,sea,42.0,0.7566287517547607
276,flowers,foliage,42.0,0.8024477958679199
277,red,violet,42.0,0.6894703507423401
278,music,sing,42.0,0.5839329957962036
279,breakfast,morning,42.0,0.7841758728027344
280,cafe,restaurant,42.0,0.8693192601203918
281,beach,coast,42.0,0.6952232718467712
282,puddle,splash,42.0,0.7853567600250244
283,birds,pelican,42.0,0.3525210916996002
284,clothes,socks,42.0,0.8322755694389343
285,amphibians,lizard,41.0,0.2959943413734436
286,daughter,son,41.0,0.9050066471099854
287,car,motor,41.0,0.7246446013450623
288,amphibians,reptiles,41.0,0.519939661026001
289,day,morning,41.0,0.7423935532569885
290,aircraft,flying,41.0,0.7668361663818359
291,airplane,airport,41.0,0.6021034717559814
292,metro,train,41.0,0.734250009059906
293,band,music,41.0,0.7409119606018066
294,shadow,sunlight,41.0,0.8103197813034058
295,night,sleep,41.0,0.7088126540184021
296,salad,soup,41.0,0.8492152690887451
297,porch,roof,41.0,0.7464226484298706
298,eyes,tears,41.0,0.6695698499679565
299,colour,rainbow,41.0,0.6891103386878967
300,berry,fruit,41.0,0.6720905900001526
301,red,yellow,41.0,0.8646664619445801
302,socks,stockings,41.0,0.7704116106033325
303,flamingo,hummingbird,41.0,0.40262144804000854
304,tree,twigs,41.0,0.7724713683128357
305,kiss,lips,41.0,0.7073385119438171
306,burger,sandwich,41.0,0.8381860256195068
307,pregnant,women,41.0,0.512386679649353
308,rain,weather,41.0,0.7633134722709656
309,dinner,eat,41.0,0.7558956146240234
310,feathers,hawk,41.0,0.793409526348114
311,animals,zoo,41.0,0.5934681296348572
312,duck,mallard,41.0,0.31909558176994324
313,mountain,valley,41.0,0.7376874685287476
314,beach,harbour,41.0,0.7847425937652588
315,musicians,rock,41.0,0.5044662952423096
316,band,guitar,41.0,0.6041533946990967
317,car,garage,41.0,0.6750969290733337
318,feet,leg,41.0,0.7131901383399963
319,sky,sunlight,41.0,0.6962895393371582
320,mist,rain,41.0,0.7219520211219788
321,mother,son,41.0,0.809907078742981
322,airplane,wing,41.0,0.7649335265159607
323,colour,red,41.0,0.7543258666992188
324,music,musicians,41.0,0.708477795124054
325,bay,beach,41.0,0.6859188079833984
326,blonde,redhead,41.0,0.8665391206741333
327,petals,plant,41.0,0.7412295341491699
328,kitchen,room,41.0,0.7713995575904846
329,lingerie,sexy,41.0,0.21182340383529663
330,automobile,parking,41.0,0.6920087337493896
331,bar,restaurant,41.0,0.7379642724990845
332,bedroom,room,41.0,0.8455509543418884
333,bus,taxi,41.0,0.7994300127029419
334,fun,happy,41.0,0.7054920792579651
335,station,train,41.0,0.644152045249939
336,pelican,stork,41.0,0.5489102602005005
337,black,grey,41.0,0.7862012982368469
338,orange,yellow,41.0,0.8007673621177673
339,foliage,petals,41.0,0.8742163181304932
340,park,parking,41.0,0.7296414971351624
341,lips,tongue,41.0,0.7412696480751038
342,fog,misty,41.0,0.7747160792350769
343,canine,poodle,41.0,0.34656020998954773
344,bath,washing,41.0,0.8240357637405396
345,foliage,tree,41.0,0.8220946788787842
346,panorama,view,41.0,0.6537105441093445
347,bloom,daisy,41.0,0.6728159189224243
348,escalator,stairs,41.0,0.539478600025177
349,petals,tulip,41.0,0.33073532581329346
350,fishing,sea,41.0,0.5842483043670654
351,beef,cattle,41.0,0.6786348223686218
352,noodles,rice,41.0,0.7983695864677429
353,birds,parrot,41.0,0.7274368405342102
354,fruit,orange,41.0,0.7078768610954285
355,mural,painting,41.0,0.7935601472854614
356,airport,flight,41.0,0.630820095539093
357,shopping,store,41.0,0.798381507396698
358,summer,sunny,41.0,0.6763319969177246
359,road,sidewalk,41.0,0.6240338087081909
360,airplane,flying,41.0,0.8104544281959534
361,guitar,music,40.0,0.5169640183448792
362,cat,whiskers,40.0,0.27211543917655945
363,family,friends,40.0,0.8260075449943542
364,bloom,petals,40.0,0.8392107486724854
365,musicians,piano,40.0,0.6502065658569336
366,dirty,washing,40.0,0.7923870086669922
367,elephant,giraffe,40.0,0.4694606363773346
368,puppy,terrier,40.0,0.22052709758281708
369,breakfast,kitchen,40.0,0.8146405816078186
370,subway,underground,40.0,0.8536568284034729
371,sand,shore,40.0,0.5942983031272888
372,butterfly,dragonfly,40.0,0.46870627999305725
373,cheetah,lion,40.0,0.2906590700149536
374,color,yellow,40.0,0.7448222637176514
375,door,locked,40.0,0.7156153321266174
376,bright,sunlight,40.0,0.7810884714126587
377,van,vehicle,40.0,0.6946831941604614
378,orange,red,40.0,0.8375428915023804
379,beetles,insects,40.0,0.7672092914581299
380,kids,mom,40.0,0.7445477247238159
381,daughter,mother,40.0,0.8614279627799988
382,children,school,40.0,0.6693037748336792
383,giraffe,zebra,40.0,0.29267188906669617
384,harbor,harbour,40.0,0.8995791077613831
385,lamb,sheep,40.0,0.7709678411483765
386,heart,love,40.0,0.7503533959388733
387,lily,rose,40.0,0.8295180201530457
388,asphalt,road,40.0,0.6496425271034241
389,morning,sunny,40.0,0.6621820330619812
390,coast,shore,40.0,0.628192126750946
391,sunny,sunset,40.0,0.7859617471694946
392,nest,twigs,40.0,0.65195631980896
393,happy,smile,40.0,0.7569188475608826
394,figure,skating,40.0,0.6551125645637512
395,rail,train,40.0,0.5948634743690491
396,door,wall,40.0,0.7988395690917969
397,dawn,sun,40.0,0.785580039024353
398,feathers,stork,40.0,0.43874576687812805
399,morning,sunshine,40.0,0.7169581055641174
400,building,construction,40.0,0.7518138289451599
401,cafe,coffee,40.0,0.7602157592773438
402,bloom,buds,40.0,0.8069222569465637
403,jacket,leather,40.0,0.7771492600440979
404,map,travel,40.0,0.6597647666931152
405,plant,seed,40.0,0.7064473628997803
406,city,metro,40.0,0.7449778914451599
407,pebbles,sand,40.0,0.7184798121452332
408,cafe,lunch,40.0,0.6670354604721069
409,coast,harbour,40.0,0.5949629545211792
410,dog,pug,40.0,0.3737166225910187
411,sky,sun,40.0,0.7706974744796753
412,mallard,swan,40.0,0.32494115829467773
413,cloud,rain,40.0,0.6560669541358948
414,sky,sunshine,40.0,0.7525869607925415
415,frost,weather,40.0,0.5879960060119629
416,cherry,raspberry,40.0,0.3457314074039459
417,downtown,street,40.0,0.7178910374641418
418,bloom,dandelion,40.0,0.24732625484466553
419,dragonfly,insects,40.0,0.43572258949279785
420,bottle,wine,40.0,0.8285683989524841
421,feel,happy,40.0,0.6293279528617859
422,railway,station,40.0,0.6712576746940613
423,beach,swimming,40.0,0.6660820841789246
424,cafe,diner,40.0,0.8602950572967529
425,cafe,pub,40.0,0.6263895034790039
426,building,tall,40.0,0.6600406169891357
427,burger,meat,40.0,0.7914929986000061
428,gold,silver,40.0,0.856900691986084
429,summer,weather,40.0,0.6520875692367554
430,military,soldiers,40.0,0.8033013939857483
431,cemetery,grave,40.0,0.7198492884635925
432,pizza,restaurant,39.0,0.7913990020751953
433,bright,colour,39.0,0.6908437609672546
434,canine,paws,39.0,0.8342833518981934
435,swim,underwater,39.0,0.7255860567092896
436,sea,swim,39.0,0.6702951192855835
437,pub,restaurant,39.0,0.5777515172958374
438,day,time,39.0,0.6710873246192932
439,canine,terrier,39.0,0.2207714468240738
440,bottle,glass,39.0,0.8625912666320801
441,bed,relaxed,39.0,0.6745396852493286
442,seed,sunflower,39.0,0.35053586959838867
443,birds,owl,39.0,0.7226269245147705
444,art,sculpture,39.0,0.785067617893219
445,light,shade,39.0,0.7338309288024902
446,apartment,staircase,39.0,0.8548323512077332
447,outfit,socks,39.0,0.731708288192749
448,carrots,potatoes,39.0,0.3999266028404236
449,lizard,snake,39.0,0.8963282704353333
450,city,sidewalk,39.0,0.7022930383682251
451,guitar,rock,39.0,0.5050598978996277
452,brick,building,39.0,0.6604532599449158
453,eat,soup,39.0,0.8141997456550598
454,dew,misty,39.0,0.7773596048355103
455,blue,colour,39.0,0.6945738792419434
456,dawn,morning,39.0,0.7437708973884583
457,cooking,restaurant,39.0,0.7466027140617371
458,bay,sea,39.0,0.7540869116783142
459,cafe,shop,39.0,0.8440907001495361
460,floor,roof,39.0,0.754002571105957
461,clothes,hat,39.0,0.634793221950531
462,marble,stone,39.0,0.734075129032135
463,duck,goose,39.0,0.7777841687202454
464,collection,museum,39.0,0.7642883658409119
465,happy,love,39.0,0.6677252054214478
466,bakery,shop,39.0,0.8488550186157227
467,mist,wet,39.0,0.716638445854187
468,blossom,petals,39.0,0.8384789228439331
469,bright,light,39.0,0.8299036026000977
470,rice,sushi,39.0,0.3120923936367035
471,cooking,meat,39.0,0.779654860496521
472,day,night,39.0,0.7314245700836182
473,kiss,love,39.0,0.7156261205673218
474,stream,waterfall,39.0,0.7494174838066101
475,interior,room,39.0,0.5275931358337402
476,surf,surfers,39.0,0.48567456007003784
477,poodle,terrier,39.0,0.39841681718826294
478,cold,frost,39.0,0.6951004862785339
479,city,town,39.0,0.8157219886779785
480,ocean,underwater,39.0,0.695576012134552
481,harbor,sailing,39.0,0.5583170056343079
482,scenery,sunset,39.0,0.7108752131462097
483,green,violet,39.0,0.5808650255203247
484,harbor,ship,39.0,0.7185438275337219
485,summer,sunshine,39.0,0.697799563407898
486,blue,grey,39.0,0.8032783269882202
487,art,graphic,39.0,0.7295493483543396
488,lake,shore,39.0,0.6412447690963745
489,rust,rusty,39.0,0.7978012561798096
490,architecture,design,39.0,0.8076774477958679
491,goose,swan,39.0,0.7115299105644226
492,architecture,construction,39.0,0.7450410723686218
493,hawk,nest,39.0,0.7216135859489441
494,carrots,salad,39.0,0.46285900473594666
495,fruit,tomato,39.0,0.7610814571380615
496,purple,violet,39.0,0.7657602429389954
497,misty,rain,39.0,0.6308472156524658
498,clothes,jean,39.0,0.6197509765625
499,bloom,daffodils,39.0,0.310974657535553
500,brick,construction,39.0,0.5493198037147522
501,diner,restaurant,39.0,0.8544942140579224
502,ceiling,roof,39.0,0.7743639945983887
503,painted,portrait,39.0,0.7938506007194519
504,ripples,wave,39.0,0.43335387110710144
505,beard,face,39.0,0.7518893480300903
506,apple,raspberry,39.0,0.28822943568229675
507,fashion,outfit,39.0,0.8638811111450195
508,downtown,skyscraper,39.0,0.791403591632843
509,buds,daffodils,39.0,0.2992434799671173
510,harbor,shore,39.0,0.7862721681594849
511,blonde,hair,39.0,0.6599975228309631
512,kittens,paws,39.0,0.3852604031562805
513,bay,shore,39.0,0.7874576449394226
514,shop,store,39.0,0.8813197612762451
515,gravestone,memorial,38.0,0.30317071080207825
516,canine,pug,38.0,0.3078947067260742
517,crow,hawk,38.0,0.8518118858337402
518,dress,outfit,38.0,0.872588038444519
519,city,urban,38.0,0.7882420420646667
520,bedroom,door,38.0,0.7939925193786621
521,bus,tram,38.0,0.8321630954742432
522,spring,summer,38.0,0.8508860468864441
523,scenery,waterfall,38.0,0.6973868608474731
524,road,traffic,38.0,0.677527904510498
525,hill,valley,38.0,0.700631320476532
526,ceiling,floor,38.0,0.7915179133415222
527,splash,water,38.0,0.789720356464386
528,grass,weed,38.0,0.7683006525039673
529,sunny,weather,38.0,0.6978498697280884
530,parrot,wing,38.0,0.7326479554176331
531,daisy,violet,38.0,0.80638188123703
532,copper,silver,38.0,0.8060179352760315
533,baseball,hockey,38.0,0.8115823864936829
534,pets,poodle,38.0,0.4774044454097748
535,blossom,foliage,38.0,0.8570488095283508
536,pink,purple,38.0,0.8860975503921509
537,grey,shade,38.0,0.7527167201042175
538,panorama,scenery,38.0,0.734880805015564
539,downtown,metro,38.0,0.7655032277107239
540,beard,hair,38.0,0.6383633017539978
541,dandelion,petals,38.0,0.23181232810020447
542,blue,violet,38.0,0.806688129901886
543,daisy,flowers,38.0,0.6113825440406799
544,noodles,soup,38.0,0.8419718146324158
545,pets,puppy,38.0,0.8060389161109924
546,buds,petals,38.0,0.8114564418792725
547,ancient,ruins,38.0,0.7881594896316528
548,eyes,iris,38.0,0.8046423196792603
549,puddle,water,38.0,0.6721376180648804
550,harbor,sea,38.0,0.7465029358863831
551,painting,sculpture,38.0,0.8418164253234863
552,sand,sea,38.0,0.7030690908432007
553,feline,kittens,38.0,0.3622085154056549
554,birds,swan,38.0,0.5913673639297485
555,baseball,game,38.0,0.510933518409729
556,colour,purple,38.0,0.7155842781066895
557,pool,splash,38.0,0.8085588216781616
558,cattle,sheep,38.0,0.8771795630455017
559,landscape,scenery,38.0,0.8206440210342407
560,coins,gold,38.0,0.6201353073120117
561,boat,shore,38.0,0.6964097619056702
562,skyscraper,tall,38.0,0.8304363489151001
563,apple,cherry,38.0,0.7009303569793701
564,beef,chicken,38.0,0.9098414182662964
565,hot,sunny,38.0,0.7567393779754639
566,dessert,fruit,38.0,0.710724949836731
567,photographer,portrait,38.0,0.7433966994285583
568,chicken,meat,38.0,0.8345075845718384
569,ceiling,interior,38.0,0.5994684100151062
570,bathroom,bedroom,38.0,0.889496386051178
571,hummingbird,stork,38.0,0.3609059154987335
572,motor,vehicle,38.0,0.7839837670326233
573,colour,grey,38.0,0.6848718523979187
574,blue,orange,38.0,0.8382177352905273
575,dawn,dusk,38.0,0.875105082988739
576,building,downtown,38.0,0.6101940274238586
577,face,tears,38.0,0.6073390245437622
578,boat,harbour,38.0,0.6874504089355469
579,cattle,farm,38.0,0.76434725522995
580,dripping,wet,38.0,0.8217754364013672
581,brown,green,38.0,0.6857414841651917
582,bedroom,ceiling,38.0,0.8275459408760071
583,bread,eat,38.0,0.7660627961158752
584,dinner,evening,38.0,0.7703269720077515
585,face,smile,38.0,0.721834123134613
586,bride,dress,38.0,0.7617347836494446
587,stone,wall,38.0,0.6915203928947449
588,mural,painted,38.0,0.851682186126709
589,foliage,plant,38.0,0.7782500386238098
590,day,dusk,38.0,0.6848415732383728
591,roof,wall,38.0,0.7617135643959045
592,cooking,food,38.0,0.82524174451828
593,photography,portrait,38.0,0.6105684041976929
594,buds,foliage,38.0,0.8100429773330688
595,lily,pond,37.0,0.5631771087646484
596,harbour,shore,37.0,0.7365947961807251
597,palm,tree,37.0,0.6774608492851257
598,bus,subway,37.0,0.8458683490753174
599,holiday,travel,37.0,0.6511328220367432
600,skyline,view,37.0,0.688532292842865
601,bedroom,cottage,37.0,0.8416888117790222
602,dinner,lunch,37.0,0.889339804649353
603,grave,memorial,37.0,0.799450159072876
604,dessert,sweet,37.0,0.6174875497817993
605,birds,insects,37.0,0.8226422667503357
606,concert,rock,37.0,0.6579130291938782
607,mushrooms,tomato,37.0,0.8528594374656677
608,metro,railway,37.0,0.5939241051673889
609,giraffe,zoo,37.0,0.33618924021720886
610,railway,subway,37.0,0.571912944316864
611,misty,weather,37.0,0.5984141230583191
612,parrot,pelican,37.0,0.313742071390152
613,bedroom,sleep,37.0,0.6822203397750854
614,autumn,summer,37.0,0.8618531823158264
615,automobile,truck,37.0,0.7533327341079712
616,amphibians,mammals,37.0,0.3048073649406433
617,cemetery,memorial,37.0,0.692667543888092
618,orange,purple,37.0,0.9011662006378174
619,blue,color,37.0,0.7384723424911499
620,daffodils,rose,37.0,0.2759254574775696
621,berry,seed,37.0,0.6766676306724548
622,hummingbird,mallard,37.0,0.29235583543777466
623,dandelion,grass,37.0,0.3273802399635315
624,brick,concrete,37.0,0.7456371784210205
625,costumes,dress,37.0,0.6708365678787231
626,cloud,mist,37.0,0.8046007752418518
627,sea,tropical,37.0,0.7063727378845215
628,brown,grey,37.0,0.7048029899597168
629,bathroom,room,37.0,0.7522037625312805
630,daisy,plant,37.0,0.5442790389060974
631,painted,picture,37.0,0.6548801064491272
632,eyes,lips,37.0,0.7071816921234131
633,autumn,winter,37.0,0.8271018862724304
634,dripping,rain,37.0,0.6789488196372986
635,horizon,sky,37.0,0.7219356298446655
636,black,blue,37.0,0.8257124423980713
637,metro,station,37.0,0.6396662592887878
638,alley,street,37.0,0.8170796036720276
639,children,family,37.0,0.6950839757919312
640,mountain,scenery,37.0,0.6915591359138489
