word1,word2,MEN,cos
pool,swimming,45.0,0.6975112557411194
eyes,face,45.0,0.6863699555397034
dirt,dirty,45.0,0.5109192132949829
railway,train,45.0,0.6704002618789673
harbour,port,45.0,0.6356496214866638
fruit,strawberry,45.0,0.5074713826179504
flight,plane,45.0,0.821562647819519
smoke,smoking,45.0,0.65151047706604
ivy,plant,45.0,0.1416161060333252
river,stream,45.0,0.6711427569389343
lake,water,45.0,0.6291050910949707
kittens,kitty,45.0,0.26560869812965393
snow,snowman,45.0,0.27009233832359314
dog,terrier,45.0,0.5345660448074341
daffodils,flowers,45.0,0.4820413589477539
pond,water,45.0,0.5578851699829102
show,television,44.0,0.7572845816612244
handwriting,written,44.0,0.31816187500953674
flood,water,44.0,0.6238882541656494
jazz,musicians,44.0,0.7387136816978455
eagle,feathers,44.0,0.3976626396179199
grapes,vine,44.0,0.5065252780914307
birds,hawk,44.0,0.32380253076553345
clothes,outfit,44.0,0.4681369960308075
exhibition,museum,44.0,0.7255277633666992
hand,palm,44.0,0.45838674902915955
grave,graveyard,44.0,0.5045566558837891
berry,strawberry,44.0,0.508949875831604
forest,oak,44.0,0.5896636843681335
crochet,knitting,44.0,0.6036661863327026
birds,eagle,44.0,0.2847003638744354
canine,puppy,44.0,0.4547787606716156
bar,cocktail,44.0,0.433468222618103
bar,pub,44.0,0.5532839894294739
sunlight,sunshine,44.0,0.48608657717704773
apple,fruit,44.0,0.5359307527542114
sun,sunrise,44.0,0.5113458037376404
gymnastics,sports,44.0,0.47641754150390625
sailing,ship,44.0,0.6396535038948059
beach,sea,44.0,0.4605967700481415
game,hockey,44.0,0.551520586013794
bed,pillow,44.0,0.5741077065467834
daffodils,tulip,44.0,0.4251424968242645
flowers,plant,44.0,0.43165847659111023
fire,smoke,44.0,0.5894255042076111
canine,dog,44.0,0.5871731638908386
bracelet,jewelry,44.0,0.43286362290382385
feline,kitty,44.0,0.2621873915195465
architecture,building,44.0,0.5909069776535034
shop,shopping,44.0,0.6736733317375183
highway,traffic,44.0,0.6339225769042969
lizard,reptiles,44.0,0.5147833824157715
music,piano,44.0,0.646878182888031
strawberry,sweet,44.0,0.44459956884384155
snow,winter,44.0,0.6813018918037415
autumn,spring,44.0,0.822865903377533
bacon,meat,44.0,0.5688349008560181
raspberry,strawberry,44.0,0.6240514516830444
chipmunk,squirrel,44.0,0.47780945897102356
coast,harbor,44.0,0.5684160590171814
dress,skirt,44.0,0.7174575924873352
sun,sunny,44.0,0.49013203382492065
lily,tulip,44.0,0.35435980558395386
grave,gravestone,44.0,0.43008264899253845
bright,sunny,44.0,0.5955751538276672
dandelion,plant,44.0,0.09641235321760178
light,sunlight,44.0,0.6107113361358643
hill,mountain,43.0,0.6858050227165222
burger,food,43.0,0.40979573130607605
sea,shore,43.0,0.6267327070236206
feathers,peacock,43.0,0.5078853964805603
children,mother,43.0,0.7239454984664917
night,sunset,43.0,0.5048861503601074
orange,peel,43.0,0.462726354598999
subway,train,43.0,0.7133814692497253
camera,lens,43.0,0.543593168258667
daisy,petals,43.0,0.35285237431526184
aircraft,wing,43.0,0.4677320718765259
bloom,flowers,43.0,0.6208238005638123
clothes,jacket,43.0,0.6015381813049316
dinner,restaurant,43.0,0.6368975043296814
swim,swimming,43.0,0.7716735601425171
cemetery,gravestone,43.0,0.4734863042831421
cigarette,smoke,43.0,0.582605242729187
shirt,skirt,43.0,0.6166118383407593
baby,pregnant,43.0,0.6986744403839111
cherry,fruit,43.0,0.5872093439102173
beef,meat,43.0,0.8396859765052795
blossom,daffodils,43.0,0.3834393620491028
bloom,blossom,43.0,0.5875548124313354
maple,oak,43.0,0.5861859321594238
frost,winter,43.0,0.4818841814994812
colour,pink,43.0,0.6009688973426819
dog,poodle,43.0,0.5256482362747192
lantern,light,43.0,0.4192601144313812
coast,sea,43.0,0.6973382830619812
tunnel,underground,43.0,0.5974880456924438
dog,pets,43.0,0.5988808274269104
hair,haircut,43.0,0.496908962726593
day,sunset,43.0,0.45502418279647827
bikini,swimsuit,43.0,0.5651443600654602
rail,railway,43.0,0.8531862497329712
art,museum,43.0,0.7916024923324585
painting,portrait,43.0,0.7468627691268921
dress,wedding,43.0,0.6299996972084045
poodle,puppy,43.0,0.6010214686393738
port,ship,43.0,0.6362093091011047
bloom,tulip,43.0,0.2654701769351959
cold,winter,43.0,0.6541475057601929
bakery,cake,43.0,0.46331632137298584
building,roof,43.0,0.6328118443489075
iron,steel,43.0,0.7970492839813232
birds,stork,43.0,0.2838647961616516
lily,plant,43.0,0.22997023165225983
eat,food,43.0,0.6302660703659058
bathroom,kitchen,43.0,0.7892309427261353
jazz,music,43.0,0.7570096850395203
fabric,wool,43.0,0.6537225246429443
aquarium,tank,43.0,0.3179100453853607
fire,flame,43.0,0.45466339588165283
bloom,rose,43.0,0.24225124716758728
leaf,nature,43.0,0.17351405322551727
town,village,43.0,0.8609578013420105
apple,orange,43.0,0.5007039308547974
dawn,sunrise,43.0,0.5835301280021667
engine,gasoline,43.0,0.42908838391304016
oak,tree,43.0,0.6387961506843567
guitar,piano,43.0,0.7777465581893921
chocolate,dessert,43.0,0.7386768460273743
cat,paws,43.0,0.45259180665016174
birds,goose,43.0,0.3845880329608917
blue,sky,43.0,0.6260656714439392
pool,swim,43.0,0.48992443084716797
bracelet,necklace,42.0,0.7284581065177917
fruit,salad,42.0,0.5819607377052307
eggs,nest,42.0,0.6575415134429932
boat,sailing,42.0,0.7610523700714111
birds,crow,42.0,0.3734385669231415
birds,flamingo,42.0,0.16125370562076569
day,sunshine,42.0,0.3972685635089874
hockey,sports,42.0,0.6193382143974304
burger,eat,42.0,0.39188989996910095
fruit,raspberry,42.0,0.5093629956245422
lunch,sandwich,42.0,0.5469285249710083
feet,toes,42.0,0.5894322395324707
baby,mother,42.0,0.6969205737113953
amphibians,frog,42.0,0.37561553716659546
burn,fire,42.0,0.5374950766563416
hockey,ice,42.0,0.6225407123565674
cold,frozen,42.0,0.5655319094657898
oak,wood,42.0,0.637657642364502
photographer,photography,42.0,0.6560973525047302
man,women,42.0,0.5303661227226257
hair,redhead,42.0,0.27390366792678833
harbor,port,42.0,0.5846201777458191
pug,puppy,42.0,0.625952422618866
sunrise,sunset,42.0,0.8031282424926758
leather,shoes,42.0,0.7397072315216064
beach,shore,42.0,0.6192649006843567
color,red,42.0,0.5946300029754639
painted,painting,42.0,0.7518299221992493
storm,wind,42.0,0.666239857673645
color,violet,42.0,0.4318925738334656
rain,wet,42.0,0.6829310059547424
diner,eat,42.0,0.32392627000808716
bed,bedroom,42.0,0.6915373802185059
guitar,musicians,42.0,0.6089750528335571
petals,rose,42.0,0.29699113965034485
rail,subway,42.0,0.6966161131858826
holiday,vacation,42.0,0.7091559767723083
bed,sleep,42.0,0.6524336934089661
cigarette,smoking,42.0,0.7186030149459839
airplane,plane,42.0,0.8651753067970276
daffodils,plant,42.0,0.16317617893218994
diner,kitchen,42.0,0.5263780951499939
coins,silver,42.0,0.5712822079658508
cake,chocolate,42.0,0.7893113493919373
evening,night,42.0,0.8429070711135864
race,racing,42.0,0.682765781879425
flight,flying,42.0,0.7430384159088135
face,lips,42.0,0.4398609399795532
berry,raspberry,42.0,0.474696546792984
lamp,light,42.0,0.5489476323127747
birds,nest,42.0,0.580151379108429
mother,pregnant,42.0,0.7204537391662598
animals,pets,42.0,0.7217082977294922
butterfly,insects,42.0,0.3519645929336548
sky,sunrise,42.0,0.51813805103302
canine,husky,42.0,0.22702555358409882
food,meat,42.0,0.7138238549232483
cloud,sky,42.0,0.6198914647102356
crow,feathers,42.0,0.34240713715553284
blossom,flowers,42.0,0.5109500885009766
splash,swim,42.0,0.35844680666923523
band,musicians,42.0,0.6791172027587891
cactus,plant,42.0,0.29911598563194275
eagle,hawk,42.0,0.5373234748840332
harbour,sea,42.0,0.5677143931388855
flowers,foliage,42.0,0.6600967049598694
red,violet,42.0,0.431155800819397
music,sing,42.0,0.5335696935653687
breakfast,morning,42.0,0.5681742429733276
cafe,restaurant,42.0,0.8286572098731995
beach,coast,42.0,0.5716451406478882
puddle,splash,42.0,0.41010645031929016
birds,pelican,42.0,0.2570097744464874
clothes,socks,42.0,0.662019670009613
amphibians,lizard,41.0,0.44934937357902527
daughter,son,41.0,0.8648843765258789
car,motor,41.0,0.6157554388046265
amphibians,reptiles,41.0,0.9357019662857056
day,morning,41.0,0.8232488036155701
aircraft,flying,41.0,0.761346697807312
airplane,airport,41.0,0.5508556962013245
metro,train,41.0,0.5739148259162903
band,music,41.0,0.7190544605255127
shadow,sunlight,41.0,0.27394840121269226
night,sleep,41.0,0.5307540893554688
salad,soup,41.0,0.6779763698577881
porch,roof,41.0,0.6698591113090515
eyes,tears,41.0,0.6760728359222412
colour,rainbow,41.0,0.3939965069293976
berry,fruit,41.0,0.5548156499862671
red,yellow,41.0,0.8597683906555176
socks,stockings,41.0,0.6362887024879456
flamingo,hummingbird,41.0,0.3114217519760132
tree,twigs,41.0,0.5388118028640747
kiss,lips,41.0,0.5090404152870178
burger,sandwich,41.0,0.635134756565094
pregnant,women,41.0,0.5709502100944519
rain,weather,41.0,0.7077538967132568
dinner,eat,41.0,0.5482869744300842
feathers,hawk,41.0,0.349516361951828
animals,zoo,41.0,0.5070196390151978
duck,mallard,41.0,0.5215914845466614
mountain,valley,41.0,0.7260431051254272
beach,harbour,41.0,0.5552840232849121
musicians,rock,41.0,0.5767113566398621
band,guitar,41.0,0.6911516189575195
car,garage,41.0,0.6640748381614685
feet,leg,41.0,0.41064518690109253
sky,sunlight,41.0,0.5122700333595276
mist,rain,41.0,0.5864219069480896
mother,son,41.0,0.7678173184394836
airplane,wing,41.0,0.38177964091300964
colour,red,41.0,0.5227071642875671
music,musicians,41.0,0.7308781147003174
bay,beach,41.0,0.6220952868461609
blonde,redhead,41.0,0.756951093673706
petals,plant,41.0,0.18222451210021973
kitchen,room,41.0,0.7279359698295593
lingerie,sexy,41.0,0.6150486469268799
automobile,parking,41.0,0.33083733916282654
bar,restaurant,41.0,0.6660872101783752
bedroom,room,41.0,0.7659991383552551
bus,taxi,41.0,0.7858030200004578
fun,happy,41.0,0.7372280359268188
station,train,41.0,0.6394194960594177
pelican,stork,41.0,0.3521358370780945
black,grey,41.0,0.6621802449226379
orange,yellow,41.0,0.7358632683753967
foliage,petals,41.0,0.44748419523239136
park,parking,41.0,0.5204744935035706
lips,tongue,41.0,0.6978826522827148
fog,misty,41.0,0.4755856394767761
canine,poodle,41.0,0.3517005741596222
bath,washing,41.0,0.4574033319950104
foliage,tree,41.0,0.5671279430389404
panorama,view,41.0,0.3726022243499756
bloom,daisy,41.0,0.280947208404541
escalator,stairs,41.0,0.6250343918800354
petals,tulip,41.0,0.3108695447444916
fishing,sea,41.0,0.6339601874351501
beef,cattle,41.0,0.6219961047172546
noodles,rice,41.0,0.5498714447021484
birds,parrot,41.0,0.4827500879764557
fruit,orange,41.0,0.5162269473075867
mural,painting,41.0,0.6875491142272949
airport,flight,41.0,0.6398975849151611
shopping,store,41.0,0.7147073745727539
summer,sunny,41.0,0.5034253597259521
road,sidewalk,41.0,0.42460253834724426
airplane,flying,41.0,0.7300053834915161
guitar,music,40.0,0.6920658349990845
cat,whiskers,40.0,0.37977850437164307
family,friends,40.0,0.7197332382202148
bloom,petals,40.0,0.396322637796402
musicians,piano,40.0,0.5482789874076843
dirty,washing,40.0,0.40567320585250854
elephant,giraffe,40.0,0.6181267499923706
puppy,terrier,40.0,0.5362492203712463
breakfast,kitchen,40.0,0.5711079835891724
subway,underground,40.0,0.5695574283599854
sand,shore,40.0,0.49609458446502686
butterfly,dragonfly,40.0,0.39151695370674133
cheetah,lion,40.0,0.47025159001350403
color,yellow,40.0,0.644457221031189
door,locked,40.0,0.659476101398468
bright,sunlight,40.0,0.5567169785499573
van,vehicle,40.0,0.41512131690979004
orange,red,40.0,0.7140780687332153
beetles,insects,40.0,0.725879967212677
kids,mom,40.0,0.7256912589073181
daughter,mother,40.0,0.9063111543655396
children,school,40.0,0.6098735332489014
giraffe,zebra,40.0,0.6826550364494324
harbor,harbour,40.0,0.766616702079773
lamb,sheep,40.0,0.4275525212287903
heart,love,40.0,0.6049456596374512
lily,rose,40.0,0.21754728257656097
asphalt,road,40.0,0.4237745702266693
morning,sunny,40.0,0.49288785457611084
coast,shore,40.0,0.7000272274017334
sunny,sunset,40.0,0.4504043757915497
nest,twigs,40.0,0.48649996519088745
happy,smile,40.0,0.5516310334205627
figure,skating,40.0,0.3924455940723419
rail,train,40.0,0.7579620480537415
door,wall,40.0,0.5910999178886414
dawn,sun,40.0,0.4518876075744629
feathers,stork,40.0,0.26515868306159973
morning,sunshine,40.0,0.4171689450740814
building,construction,40.0,0.772880494594574
cafe,coffee,40.0,0.5658482313156128
bloom,buds,40.0,0.5403424501419067
jacket,leather,40.0,0.6968872547149658
map,travel,40.0,0.4088359475135803
plant,seed,40.0,0.4216538965702057
city,metro,40.0,0.6221719980239868
pebbles,sand,40.0,0.4999906122684479
cafe,lunch,40.0,0.4432190954685211
coast,harbour,40.0,0.5310126543045044
dog,pug,40.0,0.46999692916870117
sky,sun,40.0,0.6126756072044373
mallard,swan,40.0,0.42226094007492065
cloud,rain,40.0,0.5148528218269348
sky,sunshine,40.0,0.47372767329216003
frost,weather,40.0,0.5057651400566101
cherry,raspberry,40.0,0.6477391123771667
downtown,street,40.0,0.6939171552658081
bloom,dandelion,40.0,0.21040911972522736
dragonfly,insects,40.0,0.3751392662525177
bottle,wine,40.0,0.6342670321464539
feel,happy,40.0,0.81325763463974
railway,station,40.0,0.6558480858802795
beach,swimming,40.0,0.46780064702033997
cafe,diner,40.0,0.6679972410202026
cafe,pub,40.0,0.6937364935874939
building,tall,40.0,0.43940073251724243
burger,meat,40.0,0.5287321209907532
gold,silver,40.0,0.932982861995697
summer,weather,40.0,0.5961440205574036
military,soldiers,40.0,0.7574528455734253
cemetery,grave,40.0,0.5942305326461792
pizza,restaurant,39.0,0.6663850545883179
bright,colour,39.0,0.5924814343452454
canine,paws,39.0,0.4361610412597656
swim,underwater,39.0,0.4983610510826111
sea,swim,39.0,0.4161568880081177
pub,restaurant,39.0,0.6867989301681519
day,time,39.0,0.8276410102844238
canine,terrier,39.0,0.433437317609787
bottle,glass,39.0,0.5812925696372986
bed,relaxed,39.0,0.23502400517463684
seed,sunflower,39.0,0.43817439675331116
birds,owl,39.0,0.4245901107788086
art,sculpture,39.0,0.7525667548179626
light,shade,39.0,0.5361977815628052
apartment,staircase,39.0,0.44385015964508057
outfit,socks,39.0,0.4726860225200653
carrots,potatoes,39.0,0.8061817288398743
lizard,snake,39.0,0.7016227841377258
city,sidewalk,39.0,0.33531007170677185
guitar,rock,39.0,0.6167905330657959
brick,building,39.0,0.6999497413635254
eat,soup,39.0,0.5639379024505615
dew,misty,39.0,0.3389594852924347
blue,colour,39.0,0.5421543717384338
dawn,morning,39.0,0.7191810607910156
cooking,restaurant,39.0,0.5299410820007324
bay,sea,39.0,0.592994213104248
cafe,shop,39.0,0.6688798666000366
floor,roof,39.0,0.6939893364906311
clothes,hat,39.0,0.4921189248561859
marble,stone,39.0,0.6808852553367615
duck,goose,39.0,0.6228997707366943
collection,museum,39.0,0.6821148991584778
happy,love,39.0,0.6980456113815308
bakery,shop,39.0,0.7098238468170166
mist,wet,39.0,0.5006404519081116
blossom,petals,39.0,0.5061125159263611
bright,light,39.0,0.7071523666381836
rice,sushi,39.0,0.2996329069137573
cooking,meat,39.0,0.5848071575164795
day,night,39.0,0.8261710405349731
kiss,love,39.0,0.6385040283203125
stream,waterfall,39.0,0.4755256474018097
interior,room,39.0,0.42327553033828735
surf,surfers,39.0,0.7166587114334106
poodle,terrier,39.0,0.5652393698692322
cold,frost,39.0,0.47023552656173706
city,town,39.0,0.8263900279998779
ocean,underwater,39.0,0.5751628875732422
harbor,sailing,39.0,0.47075942158699036
scenery,sunset,39.0,0.35755565762519836
green,violet,39.0,0.4703465700149536
harbor,ship,39.0,0.6206843852996826
summer,sunshine,39.0,0.5041622519493103
blue,grey,39.0,0.6786841750144958
art,graphic,39.0,0.4819195866584778
lake,shore,39.0,0.626401424407959
rust,rusty,39.0,0.3886597156524658
architecture,design,39.0,0.7741298079490662
goose,swan,39.0,0.6134297847747803
architecture,construction,39.0,0.4893762767314911
hawk,nest,39.0,0.28785228729248047
carrots,salad,39.0,0.5851885080337524
fruit,tomato,39.0,0.6476914882659912
purple,violet,39.0,0.6289747953414917
misty,rain,39.0,0.39591124653816223
clothes,jean,39.0,0.20050856471061707
bloom,daffodils,39.0,0.54135662317276
brick,construction,39.0,0.5394935011863708
diner,restaurant,39.0,0.7175965905189514
ceiling,roof,39.0,0.6892037987709045
painted,portrait,39.0,0.71442711353302
ripples,wave,39.0,0.4541695713996887
beard,face,39.0,0.38087913393974304
apple,raspberry,39.0,0.43495047092437744
fashion,outfit,39.0,0.4377739131450653
downtown,skyscraper,39.0,0.5579213500022888
buds,daffodils,39.0,0.561552107334137
harbor,shore,39.0,0.6456255912780762
blonde,hair,39.0,0.5895678400993347
kittens,paws,39.0,0.433532178401947
bay,shore,39.0,0.6070988178253174
shop,store,39.0,0.8456089496612549
gravestone,memorial,38.0,0.32999682426452637
canine,pug,38.0,0.44000881910324097
crow,hawk,38.0,0.4357440769672394
dress,outfit,38.0,0.5934455394744873
city,urban,38.0,0.6367446780204773
bedroom,door,38.0,0.6591417193412781
bus,tram,38.0,0.6725420355796814
spring,summer,38.0,0.8580389618873596
scenery,waterfall,38.0,0.42823871970176697
road,traffic,38.0,0.6307358741760254
hill,valley,38.0,0.641434907913208
ceiling,floor,38.0,0.6431276798248291
splash,water,38.0,0.44764986634254456
grass,weed,38.0,0.4960060119628906
sunny,weather,38.0,0.6329904794692993
parrot,wing,38.0,0.036696456372737885
daisy,violet,38.0,0.49265819787979126
copper,silver,38.0,0.5981858968734741
baseball,hockey,38.0,0.7312085628509521
pets,poodle,38.0,0.3024090826511383
blossom,foliage,38.0,0.47059881687164307
pink,purple,38.0,0.8506725430488586
grey,shade,38.0,0.5001440644264221
panorama,scenery,38.0,0.3440709114074707
downtown,metro,38.0,0.5701859593391418
beard,hair,38.0,0.7235627770423889
dandelion,petals,38.0,0.2941376864910126
blue,violet,38.0,0.509091317653656
daisy,flowers,38.0,0.28343456983566284
noodles,soup,38.0,0.7309608459472656
pets,puppy,38.0,0.4801765978336334
buds,petals,38.0,0.6070117354393005
ancient,ruins,38.0,0.7114580273628235
eyes,iris,38.0,0.3821154236793518
puddle,water,38.0,0.326445609331131
harbor,sea,38.0,0.6172107458114624
painting,sculpture,38.0,0.8163704872131348
sand,sea,38.0,0.5684434175491333
feline,kittens,38.0,0.39610451459884644
birds,swan,38.0,0.35872766375541687
baseball,game,38.0,0.6413263082504272
colour,purple,38.0,0.6289938688278198
pool,splash,38.0,0.43591487407684326
cattle,sheep,38.0,0.8513429164886475
landscape,scenery,38.0,0.6450158953666687
coins,gold,38.0,0.5777087807655334
boat,shore,38.0,0.5644609332084656
skyscraper,tall,38.0,0.44520819187164307
apple,cherry,38.0,0.5843126177787781
beef,chicken,38.0,0.7500470876693726
hot,sunny,38.0,0.525610089302063
dessert,fruit,38.0,0.6207329034805298
photographer,portrait,38.0,0.5134351849555969
chicken,meat,38.0,0.818773090839386
ceiling,interior,38.0,0.42512276768684387
bathroom,bedroom,38.0,0.7863388061523438
hummingbird,stork,38.0,0.24208420515060425
motor,vehicle,38.0,0.6402021646499634
colour,grey,38.0,0.6323760747909546
blue,orange,38.0,0.7118036150932312
dawn,dusk,38.0,0.7568238973617554
building,downtown,38.0,0.6644406318664551
face,tears,38.0,0.48161470890045166
boat,harbour,38.0,0.5129667520523071
cattle,farm,38.0,0.6877895593643188
dripping,wet,38.0,0.4775165021419525
brown,green,38.0,0.7808516025543213
bedroom,ceiling,38.0,0.48300790786743164
bread,eat,38.0,0.5904777646064758
dinner,evening,38.0,0.6818557977676392
face,smile,38.0,0.5129286646842957
bride,dress,38.0,0.5312210321426392
stone,wall,38.0,0.6158135533332825
mural,painted,38.0,0.6535677313804626
foliage,plant,38.0,0.3689260184764862
day,dusk,38.0,0.47630786895751953
roof,wall,38.0,0.5817714929580688
cooking,food,38.0,0.6419061422348022
photography,portrait,38.0,0.5483533143997192
buds,foliage,38.0,0.6523930430412292
lily,pond,37.0,0.46096035838127136
harbour,shore,37.0,0.6238227486610413
palm,tree,37.0,0.5825132727622986
bus,subway,37.0,0.6924631595611572
holiday,travel,37.0,0.5865042805671692
skyline,view,37.0,0.419344961643219
bedroom,cottage,37.0,0.5971071720123291
dinner,lunch,37.0,0.8033258318901062
grave,memorial,37.0,0.4595409631729126
dessert,sweet,37.0,0.5304959416389465
birds,insects,37.0,0.7313563227653503
concert,rock,37.0,0.5843352675437927
mushrooms,tomato,37.0,0.6283945441246033
metro,railway,37.0,0.6072140336036682
giraffe,zoo,37.0,0.3724166452884674
railway,subway,37.0,0.5847858190536499
misty,weather,37.0,0.35441744327545166
parrot,pelican,37.0,0.4724426865577698
bedroom,sleep,37.0,0.4593636095523834
autumn,summer,37.0,0.7742398381233215
automobile,truck,37.0,0.5897969603538513
amphibians,mammals,37.0,0.853108823299408
cemetery,memorial,37.0,0.7056630253791809
orange,purple,37.0,0.6774230599403381
blue,color,37.0,0.6302878856658936
daffodils,rose,37.0,-0.06378137320280075
berry,seed,37.0,0.29812517762184143
hummingbird,mallard,37.0,0.1613571047782898
dandelion,grass,37.0,0.29278936982154846
brick,concrete,37.0,0.671021044254303
costumes,dress,37.0,0.6385619044303894
cloud,mist,37.0,0.6146453022956848
sea,tropical,37.0,0.43973788619041443
brown,grey,37.0,0.6538100242614746
bathroom,room,37.0,0.7396395802497864
daisy,plant,37.0,0.2507069706916809
painted,picture,37.0,0.558912456035614
eyes,lips,37.0,0.7322357296943665
autumn,winter,37.0,0.7549049854278564
dripping,rain,37.0,0.3848752975463867
horizon,sky,37.0,0.6129892468452454
black,blue,37.0,0.806588351726532
metro,station,37.0,0.6332352161407471
alley,street,37.0,0.5268164277076721
children,family,37.0,0.6319940686225891
mountain,scenery,37.0,0.4263947010040283
concrete,construction,37.0,0.5886417031288147
mill,windmill,37.0,0.606043815612793
summer,winter,37.0,0.8896949887275696
plant,twigs,37.0,0.2753666341304779
breakfast,lunch,37.0,0.8240181803703308
concrete,floor,37.0,0.5191715359687805
rain,sky,37.0,0.4550285339355469
food,frozen,37.0,0.4902067482471466
moss,plant,37.0,0.2892570495605469
flowers,spring,37.0,0.4994128942489624
birds,mallard,37.0,0.20899516344070435
graphic,illustrations,37.0,0.5855808854103088
eat,fruit,37.0,0.5693573951721191
ceiling,porch,37.0,0.502137303352356
river,valley,37.0,0.7132049798965454
fog,mist,37.0,0.7243653535842896
dude,guy,37.0,0.5130724906921387
moon,sky,37.0,0.5767095685005188
bar,sushi,37.0,0.41116249561309814
beauty,scenery,37.0,0.5404864549636841
feathers,mallard,37.0,0.22012627124786377
furniture,patio,37.0,0.5002574920654297
light,shadow,37.0,0.4786126911640167
bay,harbour,37.0,0.6268982291221619
washing,water,37.0,0.538912296295166
flight,owl,37.0,0.07192584127187729
paws,whiskers,37.0,0.5222896337509155
costumes,wig,37.0,0.3815799951553345
animals,giraffe,37.0,0.31947097182273865
autumn,foliage,37.0,0.6059417128562927
animals,cattle,37.0,0.6539831161499023
building,skyscraper,37.0,0.599223792552948
ice,skating,37.0,0.6059147715568542
meat,potatoes,37.0,0.6086336374282837
buds,twigs,37.0,0.6445639133453369
knitting,stitches,37.0,0.35567131638526917
hot,sunshine,37.0,0.49673932790756226
bed,room,37.0,0.7250886559486389
music,rock,37.0,0.7012509703636169
cooking,rice,37.0,0.4995870590209961
berry,cherry,37.0,0.6590359210968018
piano,played,37.0,0.4992780387401581
flowers,lily,37.0,0.4966126084327698
cherry,strawberry,37.0,0.6442098021507263
clothes,skirt,37.0,0.44232916831970215
art,painting,37.0,0.7498024106025696
birds,gull,37.0,0.22034136950969696
spiral,staircase,37.0,0.49423131346702576
paws,pets,37.0,0.4083673655986786
feathers,nest,37.0,0.4730767011642456
feathers,owl,37.0,0.3414374887943268
blossom,cherry,37.0,0.6503506302833557
goats,sheep,37.0,0.8751840591430664
green,pink,37.0,0.7289762496948242
foliage,garden,37.0,0.49593785405158997
dog,husky,37.0,0.2779581546783447
feathers,hummingbird,37.0,0.3172665536403656
sunshine,weather,37.0,0.47540855407714844
snow,weather,37.0,0.6833980679512024
surfers,wave,37.0,0.32402753829956055
breakfast,dinner,37.0,0.8415963649749756
shoes,toes,37.0,0.4442579746246338
band,played,37.0,0.5527442693710327
coffee,mug,37.0,0.414714515209198
