,word1,word2,result,bert_cos
68,concert,musicians,45.0,0.7831850051879883
69,clothes,dress,45.0,0.8103561401367188
70,automobile,vehicle,45.0,0.875551700592041
71,splash,swimming,45.0,
72,bed,furniture,45.0,0.8240184187889099
73,aircraft,flight,45.0,0.836399495601654
74,reptiles,snake,45.0,0.8566139936447144
75,motorcycle,scooter,45.0,
76,coffee,tea,45.0,0.8472920060157776
77,feathers,goose,45.0,0.71058589220047
78,pool,swimming,45.0,
79,eyes,face,45.0,0.7367384433746338
80,dirt,dirty,45.0,0.5524909496307373
81,railway,train,45.0,0.9190329313278198
82,harbour,port,45.0,0.8494786024093628
83,fruit,strawberry,45.0,0.8062399625778198
84,flight,plane,45.0,
85,smoke,smoking,45.0,0.8153387308120728
86,ivy,plant,45.0,0.5068212747573853
87,river,stream,45.0,0.8723524212837219
88,lake,water,45.0,0.7149912118911743
89,kittens,kitty,45.0,
90,snow,snowman,45.0,0.7269403338432312
91,dog,terrier,45.0,0.7652844786643982
92,daffodils,flowers,45.0,0.8126946687698364
93,pond,water,45.0,0.6936337351799011
94,show,television,44.0,
95,handwriting,written,44.0,0.795884907245636
96,flood,water,44.0,0.648206889629364
97,jazz,musicians,44.0,0.6556051969528198
98,eagle,feathers,44.0,0.6948285102844238
99,grapes,vine,44.0,0.7943419814109802
100,birds,hawk,44.0,0.7426594495773315
101,clothes,outfit,44.0,0.6143589019775391
102,exhibition,museum,44.0,0.8336618542671204
103,hand,palm,44.0,
104,grave,graveyard,44.0,0.8997435569763184
105,berry,strawberry,44.0,0.7330054044723511
106,forest,oak,44.0,0.6710048317909241
107,crochet,knitting,44.0,0.8998981714248657
108,birds,eagle,44.0,0.7196405529975891
109,canine,puppy,44.0,
110,bar,cocktail,44.0,0.8303604125976562
111,bar,pub,44.0,0.8761562705039978
112,sunlight,sunshine,44.0,0.9999992847442627
113,apple,fruit,44.0,0.7970737218856812
114,sun,sunrise,44.0,0.7178133726119995
115,gymnastics,sports,44.0,0.8063765168190002
116,sailing,ship,44.0,0.8428906202316284
117,beach,sea,44.0,0.6262277364730835
118,game,hockey,44.0,0.7062709927558899
119,bed,pillow,44.0,0.8660095930099487
120,daffodils,tulip,44.0,0.8387175798416138
121,flowers,plant,44.0,0.7713664174079895
122,fire,smoke,44.0,0.8656362295150757
123,canine,dog,44.0,
124,bracelet,jewelry,44.0,0.8244322538375854
125,feline,kitty,44.0,
126,architecture,building,44.0,0.7423908114433289
127,shop,shopping,44.0,
128,highway,traffic,44.0,0.7649944424629211
129,lizard,reptiles,44.0,0.8443674445152283
130,music,piano,44.0,0.6698750853538513
131,strawberry,sweet,44.0,0.6375212073326111
132,snow,winter,44.0,0.6583607196807861
133,autumn,spring,44.0,
134,bacon,meat,44.0,0.7911126613616943
135,raspberry,strawberry,44.0,0.8847207427024841
136,chipmunk,squirrel,44.0,0.8927649855613708
137,coast,harbor,44.0,0.8136719465255737
138,dress,skirt,44.0,0.8856604695320129
139,sun,sunny,44.0,
140,lily,tulip,44.0,0.8816096782684326
141,grave,gravestone,44.0,0.8743649125099182
142,bright,sunny,44.0,
143,dandelion,plant,44.0,0.7576496005058289
144,light,sunlight,44.0,0.8629658818244934
145,hill,mountain,43.0,0.9227389693260193
146,burger,food,43.0,
147,sea,shore,43.0,0.7170629501342773
148,feathers,peacock,43.0,0.6912378072738647
149,children,mother,43.0,0.3742891848087311
150,night,sunset,43.0,0.4878195524215698
151,orange,peel,43.0,
152,subway,train,43.0,
153,camera,lens,43.0,0.8472232818603516
154,daisy,petals,43.0,
155,aircraft,wing,43.0,0.8384107351303101
156,bloom,flowers,43.0,
157,clothes,jacket,43.0,0.7505870461463928
158,dinner,restaurant,43.0,0.7787142395973206
159,swim,swimming,43.0,0.5745869278907776
160,cemetery,gravestone,43.0,0.8708615303039551
161,cigarette,smoke,43.0,0.7831867933273315
162,shirt,skirt,43.0,0.8238203525543213
163,baby,pregnant,43.0,0.8012567758560181
164,cherry,fruit,43.0,0.8820104002952576
165,beef,meat,43.0,0.8328591585159302
166,blossom,daffodils,43.0,0.7621506452560425
167,bloom,blossom,43.0,
168,maple,oak,43.0,0.7733277678489685
169,frost,winter,43.0,0.7113600373268127
170,colour,pink,43.0,0.7080518007278442
171,dog,poodle,43.0,0.7407841086387634
172,lantern,light,43.0,0.6870682239532471
173,coast,sea,43.0,0.7346954941749573
174,tunnel,underground,43.0,
175,dog,pets,43.0,0.7407695651054382
176,hair,haircut,43.0,0.720836877822876
177,day,sunset,43.0,0.853310227394104
178,bikini,swimsuit,43.0,0.8011792302131653
179,rail,railway,43.0,
180,art,museum,43.0,0.8378989696502686
181,painting,portrait,43.0,0.8595005869865417
182,dress,wedding,43.0,0.717658519744873
183,poodle,puppy,43.0,0.7260876297950745
184,port,ship,43.0,0.8548943400382996
185,bloom,tulip,43.0,
186,cold,winter,43.0,0.7599421143531799
187,bakery,cake,43.0,0.8815959692001343
188,building,roof,43.0,0.8498578071594238
189,iron,steel,43.0,0.735251784324646
190,birds,stork,43.0,0.8049445152282715
191,lily,plant,43.0,0.7167119383811951
192,eat,food,43.0,
193,bathroom,kitchen,43.0,0.8897765874862671
194,jazz,music,43.0,0.6840963959693909
195,fabric,wool,43.0,0.6780945062637329
196,aquarium,tank,43.0,0.6696749925613403
197,fire,flame,43.0,0.8282283544540405
198,bloom,rose,43.0,
199,leaf,nature,43.0,0.628288984298706
200,town,village,43.0,0.7158265113830566
201,apple,orange,43.0,
202,dawn,sunrise,43.0,0.8349992036819458
203,engine,gasoline,43.0,0.7979693412780762
204,oak,tree,43.0,0.7780202031135559
205,guitar,piano,43.0,0.7782486081123352
206,chocolate,dessert,43.0,0.6815950274467468
207,cat,paws,43.0,0.7511572241783142
208,birds,goose,43.0,0.7073497772216797
209,blue,sky,43.0,0.609186053276062
210,pool,swim,43.0,
211,bracelet,necklace,42.0,0.9461029767990112
212,fruit,salad,42.0,0.6713009476661682
213,eggs,nest,42.0,0.8034210801124573
214,boat,sailing,42.0,0.825125515460968
215,birds,crow,42.0,0.6613107323646545
216,birds,flamingo,42.0,0.7509607672691345
217,day,sunshine,42.0,0.695504367351532
218,hockey,sports,42.0,0.72953861951828
219,burger,eat,42.0,
220,fruit,raspberry,42.0,0.8287253379821777
221,lunch,sandwich,42.0,0.7500770688056946
222,feet,toes,42.0,0.8768166303634644
223,baby,mother,42.0,0.3825647234916687
224,amphibians,frog,42.0,0.8209664225578308
225,burn,fire,42.0,0.8327162861824036
226,hockey,ice,42.0,0.5850088000297546
227,cold,frozen,42.0,
228,oak,wood,42.0,0.6881970167160034
229,photographer,photography,42.0,0.7750405073165894
230,man,women,42.0,0.8556720614433289
231,hair,redhead,42.0,0.6976796984672546
232,harbor,port,42.0,0.8494786024093628
233,pug,puppy,42.0,0.705458402633667
234,sunrise,sunset,42.0,0.8779633641242981
235,leather,shoes,42.0,0.7734097242355347
236,beach,shore,42.0,0.8703334927558899
237,color,red,42.0,0.7484273910522461
238,painted,painting,42.0,0.8726389408111572
239,storm,wind,42.0,0.729925811290741
240,color,violet,42.0,
241,rain,wet,42.0,0.5237841606140137
242,diner,eat,42.0,
243,bed,bedroom,42.0,0.7996839880943298
244,guitar,musicians,42.0,0.7541513442993164
245,petals,rose,42.0,0.7079811692237854
246,rail,subway,42.0,
247,holiday,vacation,42.0,0.8713846206665039
248,bed,sleep,42.0,0.6351728439331055
249,cigarette,smoking,42.0,0.8152950406074524
250,airplane,plane,42.0,
251,daffodils,plant,42.0,0.7349350452423096
252,diner,kitchen,42.0,0.7307536005973816
253,coins,silver,42.0,0.667349636554718
254,cake,chocolate,42.0,0.902359664440155
255,evening,night,42.0,0.5810868144035339
256,race,racing,42.0,
257,flight,flying,42.0,
258,face,lips,42.0,0.8077859878540039
259,berry,raspberry,42.0,0.722834050655365
260,lamp,light,42.0,
261,birds,nest,42.0,0.7164317965507507
262,mother,pregnant,42.0,0.4137197434902191
263,animals,pets,42.0,0.5573707222938538
264,butterfly,insects,42.0,0.8556767702102661
265,sky,sunrise,42.0,0.7609484791755676
266,canine,husky,42.0,
267,food,meat,42.0,0.8305677175521851
268,cloud,sky,42.0,0.7971813082695007
269,crow,feathers,42.0,0.6877161264419556
270,blossom,flowers,42.0,0.8809026479721069
271,splash,swim,42.0,
272,band,musicians,42.0,
273,cactus,plant,42.0,0.7407193183898926
274,eagle,hawk,42.0,0.9151837229728699
275,harbour,sea,42.0,0.6817019581794739
276,flowers,foliage,42.0,0.8240395188331604
277,red,violet,42.0,
278,music,sing,42.0,0.47553569078445435
279,breakfast,morning,42.0,0.7547463774681091
280,cafe,restaurant,42.0,0.8545122146606445
281,beach,coast,42.0,0.8362283110618591
282,puddle,splash,42.0,
283,birds,pelican,42.0,0.7437130808830261
284,clothes,socks,42.0,0.5919053554534912
285,amphibians,lizard,41.0,0.724162220954895
286,daughter,son,41.0,0.9359928965568542
287,car,motor,41.0,0.8143323659896851
288,amphibians,reptiles,41.0,0.8529731631278992
289,day,morning,41.0,0.7842382788658142
290,aircraft,flying,41.0,
291,airplane,airport,41.0,0.7720222473144531
292,metro,train,41.0,
293,band,music,41.0,
294,shadow,sunlight,41.0,0.7288663387298584
295,night,sleep,41.0,0.4252157211303711
296,salad,soup,41.0,0.8967518210411072
297,porch,roof,41.0,0.8131421208381653
298,eyes,tears,41.0,0.7364848852157593
299,colour,rainbow,41.0,0.737996518611908
300,berry,fruit,41.0,0.8014561533927917
301,red,yellow,41.0,0.934360146522522
302,socks,stockings,41.0,0.5979501605033875
303,flamingo,hummingbird,41.0,0.8529557585716248
304,tree,twigs,41.0,0.5241389870643616
305,kiss,lips,41.0,0.6829960346221924
306,burger,sandwich,41.0,
307,pregnant,women,41.0,0.732531726360321
308,rain,weather,41.0,0.772393524646759
309,dinner,eat,41.0,
310,feathers,hawk,41.0,0.6757335662841797
311,animals,zoo,41.0,0.6077100038528442
312,duck,mallard,41.0,0.7918877601623535
313,mountain,valley,41.0,0.8572483658790588
314,beach,harbour,41.0,0.7742205262184143
315,musicians,rock,41.0,
316,band,guitar,41.0,
317,car,garage,41.0,
318,feet,leg,41.0,0.7671762108802795
319,sky,sunlight,41.0,0.7684853076934814
320,mist,rain,41.0,0.8590537905693054
321,mother,son,41.0,0.43192973732948303
322,airplane,wing,41.0,0.8721938729286194
323,colour,red,41.0,0.7484273910522461
324,music,musicians,41.0,0.7275504469871521
325,bay,beach,41.0,0.825679361820221
326,blonde,redhead,41.0,0.780440092086792
327,petals,plant,41.0,0.6078247427940369
328,kitchen,room,41.0,0.8449755907058716
329,lingerie,sexy,41.0,
330,automobile,parking,41.0,0.7645400762557983
331,bar,restaurant,41.0,0.830633819103241
332,bedroom,room,41.0,0.7878023982048035
333,bus,taxi,41.0,0.8807986974716187
334,fun,happy,41.0,
335,station,train,41.0,
336,pelican,stork,41.0,0.7615445256233215
337,black,grey,41.0,0.7603498697280884
338,orange,yellow,41.0,
339,foliage,petals,41.0,0.7597602605819702
340,park,parking,41.0,0.7177520990371704
341,lips,tongue,41.0,0.8639026880264282
342,fog,misty,41.0,
343,canine,poodle,41.0,
344,bath,washing,41.0,
345,foliage,tree,41.0,0.8288137316703796
346,panorama,view,41.0,
347,bloom,daisy,41.0,
348,escalator,stairs,41.0,0.8360238075256348
349,petals,tulip,41.0,0.7560775279998779
350,fishing,sea,41.0,0.5295412540435791
351,beef,cattle,41.0,0.7223457098007202
352,noodles,rice,41.0,0.694146990776062
353,birds,parrot,41.0,0.7677651643753052
354,fruit,orange,41.0,
355,mural,painting,41.0,0.8726337552070618
356,airport,flight,41.0,0.7552611231803894
357,shopping,store,41.0,
358,summer,sunny,41.0,
359,road,sidewalk,41.0,0.8623807430267334
360,airplane,flying,41.0,
361,guitar,music,40.0,0.6863929033279419
362,cat,whiskers,40.0,0.6229534149169922
363,family,friends,40.0,0.6572300791740417
364,bloom,petals,40.0,
365,musicians,piano,40.0,0.678780734539032
366,dirty,washing,40.0,0.5854576826095581
367,elephant,giraffe,40.0,0.850395917892456
368,puppy,terrier,40.0,0.7180818319320679
369,breakfast,kitchen,40.0,0.6141442656517029
370,subway,underground,40.0,
371,sand,shore,40.0,0.661624550819397
372,butterfly,dragonfly,40.0,0.7874431014060974
373,cheetah,lion,40.0,0.8654537796974182
374,color,yellow,40.0,0.7373940944671631
375,door,locked,40.0,
376,bright,sunlight,40.0,
377,van,vehicle,40.0,0.8671568036079407
378,orange,red,40.0,
379,beetles,insects,40.0,0.8762720227241516
380,kids,mom,40.0,
381,daughter,mother,40.0,0.4711858034133911
382,children,school,40.0,0.7377342581748962
383,giraffe,zebra,40.0,0.7488285899162292
384,harbor,harbour,40.0,0.9999998807907104
385,lamb,sheep,40.0,
386,heart,love,40.0,0.5894709825515747
387,lily,rose,40.0,0.8788661360740662
388,asphalt,road,40.0,0.7343549132347107
389,morning,sunny,40.0,
390,coast,shore,40.0,0.9343785643577576
391,sunny,sunset,40.0,
392,nest,twigs,40.0,0.5406510233879089
393,happy,smile,40.0,
394,figure,skating,40.0,
395,rail,train,40.0,
396,door,wall,40.0,0.8693674802780151
397,dawn,sun,40.0,0.5612430572509766
398,feathers,stork,40.0,0.7041107416152954
399,morning,sunshine,40.0,0.6608598232269287
400,building,construction,40.0,0.8569296002388
401,cafe,coffee,40.0,0.722811222076416
402,bloom,buds,40.0,
403,jacket,leather,40.0,0.6944661736488342
404,map,travel,40.0,0.7701777815818787
405,plant,seed,40.0,0.5604153275489807
406,city,metro,40.0,
407,pebbles,sand,40.0,
408,cafe,lunch,40.0,0.7657928466796875
409,coast,harbour,40.0,0.8136719465255737
410,dog,pug,40.0,0.7482600808143616
411,sky,sun,40.0,0.7109847664833069
412,mallard,swan,40.0,0.7196932435035706
413,cloud,rain,40.0,0.8625862002372742
414,sky,sunshine,40.0,0.7684853076934814
415,frost,weather,40.0,0.8017072081565857
416,cherry,raspberry,40.0,0.8775134682655334
417,downtown,street,40.0,0.7692941427230835
418,bloom,dandelion,40.0,
419,dragonfly,insects,40.0,0.7956892251968384
420,bottle,wine,40.0,0.7522814869880676
421,feel,happy,40.0,
422,railway,station,40.0,
423,beach,swimming,40.0,0.7172924876213074
424,cafe,diner,40.0,0.7164818048477173
425,cafe,pub,40.0,0.8312137126922607
426,building,tall,40.0,
427,burger,meat,40.0,
428,gold,silver,40.0,0.8759108185768127
429,summer,weather,40.0,0.7152522802352905
430,military,soldiers,40.0,0.8065012693405151
431,cemetery,grave,40.0,0.8997435569763184
432,pizza,restaurant,39.0,0.8104519844055176
433,bright,colour,39.0,
434,canine,paws,39.0,
435,swim,underwater,39.0,0.6069643497467041
436,sea,swim,39.0,0.5688159465789795
437,pub,restaurant,39.0,0.8222640156745911
438,day,time,39.0,0.6972178220748901
439,canine,terrier,39.0,
440,bottle,glass,39.0,0.7947216629981995
441,bed,relaxed,39.0,
442,seed,sunflower,39.0,0.532313883304596
443,birds,owl,39.0,0.8975598216056824
444,art,sculpture,39.0,0.751899778842926
445,light,shade,39.0,
446,apartment,staircase,39.0,0.7881197929382324
447,outfit,socks,39.0,0.5386378765106201
448,carrots,potatoes,39.0,0.6717132925987244
449,lizard,snake,39.0,0.7905138731002808
450,city,sidewalk,39.0,0.6485303640365601
451,guitar,rock,39.0,
452,brick,building,39.0,0.8209152817726135
453,eat,soup,39.0,
454,dew,misty,39.0,
455,blue,colour,39.0,0.8198851346969604
456,dawn,morning,39.0,0.8098016977310181
457,cooking,restaurant,39.0,0.7804317474365234
458,bay,sea,39.0,0.7344972491264343
459,cafe,shop,39.0,
460,floor,roof,39.0,0.7801031470298767
461,clothes,hat,39.0,0.8063971996307373
462,marble,stone,39.0,0.5174348950386047
463,duck,goose,39.0,0.8842308521270752
464,collection,museum,39.0,
465,happy,love,39.0,
466,bakery,shop,39.0,
467,mist,wet,39.0,0.512996256351471
468,blossom,petals,39.0,0.7804659008979797
469,bright,light,39.0,
470,rice,sushi,39.0,0.6818459033966064
471,cooking,meat,39.0,0.743995726108551
472,day,night,39.0,0.4390905499458313
473,kiss,love,39.0,0.6505040526390076
474,stream,waterfall,39.0,0.8580008745193481
475,interior,room,39.0,
476,surf,surfers,39.0,
477,poodle,terrier,39.0,0.7679356932640076
478,cold,frost,39.0,0.8007708191871643
479,city,town,39.0,0.900955319404602
480,ocean,underwater,39.0,0.5754002332687378
481,harbor,sailing,39.0,0.7991082072257996
482,scenery,sunset,39.0,
483,green,violet,39.0,
484,harbor,ship,39.0,0.8028960227966309
485,summer,sunshine,39.0,0.6209704279899597
486,blue,grey,39.0,0.7242101430892944
487,art,graphic,39.0,0.8411608934402466
488,lake,shore,39.0,0.880202054977417
489,rust,rusty,39.0,
490,architecture,design,39.0,0.7296710014343262
491,goose,swan,39.0,0.8603138327598572
492,architecture,construction,39.0,0.7059988975524902
493,hawk,nest,39.0,0.6352429986000061
494,carrots,salad,39.0,0.4431530237197876
495,fruit,tomato,39.0,0.8352686166763306
496,purple,violet,39.0,
497,misty,rain,39.0,
498,clothes,jean,39.0,
499,bloom,daffodils,39.0,
500,brick,construction,39.0,0.8255928158760071
501,diner,restaurant,39.0,0.7410534620285034
502,ceiling,roof,39.0,0.8196097612380981
503,painted,portrait,39.0,0.7802928686141968
504,ripples,wave,39.0,
505,beard,face,39.0,0.7963298559188843
506,apple,raspberry,39.0,0.8042756915092468
507,fashion,outfit,39.0,0.5816261172294617
508,downtown,skyscraper,39.0,0.733780026435852
509,buds,daffodils,39.0,0.6775256395339966
510,harbor,shore,39.0,0.8205491304397583
511,blonde,hair,39.0,0.733496904373169
512,kittens,paws,39.0,0.7024214863777161
513,bay,shore,39.0,0.9165781736373901
514,shop,store,39.0,
515,gravestone,memorial,38.0,0.8240489363670349
516,canine,pug,38.0,
517,crow,hawk,38.0,0.7984228730201721
518,dress,outfit,38.0,0.6255853176116943
519,city,urban,38.0,
520,bedroom,door,38.0,0.7252217531204224
521,bus,tram,38.0,0.8514164686203003
522,spring,summer,38.0,
523,scenery,waterfall,38.0,
524,road,traffic,38.0,0.8479102849960327
525,hill,valley,38.0,0.8435781598091125
526,ceiling,floor,38.0,0.8633766770362854
527,splash,water,38.0,
528,grass,weed,38.0,0.6202479600906372
529,sunny,weather,38.0,
530,parrot,wing,38.0,0.5417636632919312
531,daisy,violet,38.0,
532,copper,silver,38.0,0.892045795917511
533,baseball,hockey,38.0,0.8390864133834839
534,pets,poodle,38.0,0.7145021557807922
535,blossom,foliage,38.0,0.7782668471336365
536,pink,purple,38.0,0.8120682835578918
537,grey,shade,38.0,
538,panorama,scenery,38.0,
539,downtown,metro,38.0,
540,beard,hair,38.0,0.751430094242096
541,dandelion,petals,38.0,0.68031245470047
542,blue,violet,38.0,
543,daisy,flowers,38.0,
544,noodles,soup,38.0,0.878148078918457
545,pets,puppy,38.0,0.7016735076904297
546,buds,petals,38.0,0.775155246257782
547,ancient,ruins,38.0,0.7536186575889587
548,eyes,iris,38.0,
549,puddle,water,38.0,0.6839596629142761
550,harbor,sea,38.0,0.6817019581794739
551,painting,sculpture,38.0,0.7449317574501038
552,sand,sea,38.0,0.6167231798171997
553,feline,kittens,38.0,
554,birds,swan,38.0,0.651134729385376
555,baseball,game,38.0,0.6729509234428406
556,colour,purple,38.0,0.7405163645744324
557,pool,splash,38.0,
558,cattle,sheep,38.0,0.8677853345870972
559,landscape,scenery,38.0,
560,coins,gold,38.0,0.6603759527206421
561,boat,shore,38.0,0.7862796783447266
562,skyscraper,tall,38.0,
563,apple,cherry,38.0,0.8746454119682312
564,beef,chicken,38.0,0.630942702293396
565,hot,sunny,38.0,
566,dessert,fruit,38.0,0.5992700457572937
567,photographer,portrait,38.0,0.7477123141288757
568,chicken,meat,38.0,0.5763182640075684
569,ceiling,interior,38.0,
570,bathroom,bedroom,38.0,0.8394823670387268
571,hummingbird,stork,38.0,0.7500905990600586
572,motor,vehicle,38.0,0.8279123306274414
573,colour,grey,38.0,0.8398741483688354
574,blue,orange,38.0,
575,dawn,dusk,38.0,0.8319234848022461
576,building,downtown,38.0,0.7835023403167725
577,face,tears,38.0,0.802167534828186
578,boat,harbour,38.0,0.8176681995391846
579,cattle,farm,38.0,0.6823258399963379
580,dripping,wet,38.0,0.5828284621238708
581,brown,green,38.0,0.7246560454368591
582,bedroom,ceiling,38.0,0.6767672896385193
583,bread,eat,38.0,
584,dinner,evening,38.0,0.7326135039329529
585,face,smile,38.0,0.7524415254592896
586,bride,dress,38.0,0.7164161801338196
587,stone,wall,38.0,0.5187375545501709
588,mural,painted,38.0,0.8120222091674805
589,foliage,plant,38.0,0.6974062919616699
590,day,dusk,38.0,0.6905149817466736
591,roof,wall,38.0,0.8856319785118103
592,cooking,food,38.0,0.7677355408668518
593,photography,portrait,38.0,0.8079776763916016
594,buds,foliage,38.0,0.8716897368431091
595,lily,pond,37.0,0.5525881052017212
596,harbour,shore,37.0,0.8205491304397583
597,palm,tree,37.0,
598,bus,subway,37.0,
599,holiday,travel,37.0,0.6496766805648804
600,skyline,view,37.0,
601,bedroom,cottage,37.0,0.7381721138954163
602,dinner,lunch,37.0,0.8295938372612
603,grave,memorial,37.0,0.8493996858596802
604,dessert,sweet,37.0,0.6993259787559509
605,birds,insects,37.0,0.7652996182441711
606,concert,rock,37.0,
607,mushrooms,tomato,37.0,0.7921794652938843
608,metro,railway,37.0,
609,giraffe,zoo,37.0,0.7037567496299744
610,railway,subway,37.0,
611,misty,weather,37.0,
612,parrot,pelican,37.0,0.84307861328125
613,bedroom,sleep,37.0,0.6253714561462402
614,autumn,summer,37.0,0.8233681321144104
615,automobile,truck,37.0,0.9009566307067871
616,amphibians,mammals,37.0,0.7023912072181702
617,cemetery,memorial,37.0,0.823783814907074
618,orange,purple,37.0,
619,blue,color,37.0,0.8198851346969604
620,daffodils,rose,37.0,0.8644559383392334
621,berry,seed,37.0,0.7710460424423218
622,hummingbird,mallard,37.0,0.761497974395752
623,dandelion,grass,37.0,0.8720772862434387
624,brick,concrete,37.0,0.814150869846344
625,costumes,dress,37.0,0.7538005709648132
626,cloud,mist,37.0,0.8326923251152039
627,sea,tropical,37.0,0.6550392508506775
628,brown,grey,37.0,0.6918222308158875
629,bathroom,room,37.0,0.8246060609817505
630,daisy,plant,37.0,
631,painted,picture,37.0,0.7842796444892883
632,eyes,lips,37.0,0.7501859068870544
633,autumn,winter,37.0,0.7809688448905945
634,dripping,rain,37.0,0.7290850877761841
635,horizon,sky,37.0,0.8451870679855347
636,black,blue,37.0,0.7381946444511414
637,metro,station,37.0,
638,alley,street,37.0,0.8217517733573914
639,children,family,37.0,0.7919622659683228
640,mountain,scenery,37.0,
641,concrete,construction,37.0,0.6984584331512451
642,mill,windmill,37.0,
643,summer,winter,37.0,0.8814189434051514
644,plant,twigs,37.0,0.47550007700920105
645,breakfast,lunch,37.0,0.7589108943939209
646,concrete,floor,37.0,0.6679230332374573
647,rain,sky,37.0,0.7598935961723328
648,food,frozen,37.0,
649,moss,plant,37.0,0.7325538396835327
650,flowers,spring,37.0,
651,birds,mallard,37.0,0.6892309784889221
652,graphic,illustrations,37.0,0.8804044723510742
653,eat,fruit,37.0,
654,ceiling,porch,37.0,0.7307419776916504
655,river,valley,37.0,0.8397938013076782
656,fog,mist,37.0,0.9060792922973633
657,dude,guy,37.0,
658,moon,sky,37.0,0.779772937297821
659,bar,sushi,37.0,0.7269335389137268
660,beauty,scenery,37.0,
661,feathers,mallard,37.0,0.7084158062934875
662,furniture,patio,37.0,0.7765588164329529
663,light,shadow,37.0,0.825312077999115
664,bay,harbour,37.0,0.827774167060852
665,washing,water,37.0,0.6260507702827454
666,flight,owl,37.0,0.6376779675483704
667,paws,whiskers,37.0,0.7488896250724792
668,costumes,wig,37.0,0.7311042547225952
669,animals,giraffe,37.0,0.6992841362953186
670,autumn,foliage,37.0,0.6370758414268494
671,animals,cattle,37.0,0.6273887753486633
672,building,skyscraper,37.0,0.8044530749320984
673,ice,skating,37.0,
674,meat,potatoes,37.0,0.6247641444206238
675,buds,twigs,37.0,0.5318653583526611
676,knitting,stitches,37.0,
677,hot,sunshine,37.0,
678,bed,room,37.0,0.8120663166046143
679,music,rock,37.0,
680,cooking,rice,37.0,0.6111353039741516
681,berry,cherry,37.0,0.8722195625305176
682,piano,played,37.0,
683,flowers,lily,37.0,0.8613142967224121
684,cherry,strawberry,37.0,0.8565211296081543
685,clothes,skirt,37.0,0.8017865419387817
686,art,painting,37.0,0.807772696018219
687,birds,gull,37.0,0.6959754228591919
688,spiral,staircase,37.0,0.7237680554389954
689,paws,pets,37.0,0.778068482875824
690,feathers,nest,37.0,0.7322250008583069
691,feathers,owl,37.0,0.8070281744003296
692,blossom,cherry,37.0,0.8907397985458374
693,goats,sheep,37.0,0.8211411237716675
694,green,pink,37.0,0.687473714351654
695,foliage,garden,37.0,0.7127608060836792
696,dog,husky,37.0,0.7757589817047119
697,feathers,hummingbird,37.0,0.7566227316856384
698,sunshine,weather,37.0,0.7033174633979797
699,snow,weather,37.0,0.7380675077438354
